0.000615802	0.6	124.798	0	9.17155	0.0153984	0.00129356	0.0307926	8.46396	0.0135502	0.00108306	0.027112	
0.000615802	0.6	124.798	0.0001	8.91132	0.0144552	0.00210959	0.0289072	8.22732	0.012709	0.00183678	0.0254292	
0.000615802	0.6	124.798	0.0025	4.32945	0.0146336	0.0156111	0.029293	4.03885	0.0139105	0.0147376	0.0278523	
0.000615802	0.6	124.798	0.005	1.88385	0.0159297	0.0219667	0.0319207	1.77828	0.0153593	0.0213784	0.0308098	
0.000615802	0.6	124.798	0.0075	0.725335	0.0121617	0.0246808	0.0244369	0.694077	0.0118395	0.0245422	0.0238346	
0.000615802	0.6	124.798	0.01	0.2267	0.00744465	0.0257808	0.0150941	0.220893	0.00733205	0.0260292	0.0149128	
0.000615802	0.6	124.798	0.0125	0.0446182	0.00342604	0.0261824	0.00728715	0.0449369	0.00344003	0.0267021	0.00735308	
0.000615802	0.6	124.798	0.015	0.000821926	0.000458878	0.0251309	0.00222696	0.00106343	0.00052352	0.0257665	0.00235461	
0.000615802	0.6	124.798	0.0175	0.00723824	0.00130065	0.0229257	0.00333387	0.0064551	0.00123396	0.0235773	0.00325447	
0.000615802	0.6	124.798	0.02	0.0225886	0.00222418	0.0217176	0.00490113	0.0213256	0.00217591	0.0223766	0.00483337	
0.000615802	0.6	124.798	0.0225	0.0332086	0.00262286	0.020795	0.00561094	0.0320554	0.00259819	0.0214405	0.00558147	
0.000615802	0.6	124.798	0.025	0.0362962	0.00267877	0.0200523	0.00568886	0.0355755	0.00267739	0.020699	0.00570424	
0.000615802	0.6	124.798	0.0275	0.03337	0.00252499	0.0195159	0.00537231	0.0331286	0.00254233	0.020187	0.00542984	
0.000615802	0.6	124.798	0.03	0.0270496	0.00225166	0.0192159	0.00483762	0.0271658	0.00228067	0.0199366	0.00492977	
0.000615802	0.6	124.798	0.0325	0.0196691	0.0019149	0.0191265	0.00420163	0.0199831	0.00195174	0.0199485	0.00432414	
0.000615802	0.6	124.798	0.035	0.0128024	0.00154888	0.0191929	0.00354224	0.0131591	0.00158923	0.0201623	0.0036878	
0.000615802	0.6	124.798	0.0375	0.00731529	0.00117711	0.0193377	0.00291428	0.00761143	0.00121731	0.0204982	0.00307486	
0.000615802	0.6	124.798	0.04	0.00348482	0.000816947	0.0194725	0.00235637	0.00368583	0.000854679	0.0208647	0.00252395	
0.000615802	0.6	124.798	0.0425	0.00122781	0.000486861	0.0195337	0.00189791	0.00133003	0.000518808	0.0211788	0.00206638	
0.000615802	0.6	124.798	0.045	0.000238238	0.000215032	0.0194862	0.00156221	0.000279447	0.000243321	0.0214081	0.00173509	
0.000615802	0.6	124.798	0.0475	0.000138266	0.000163482	0.0193209	0.00149431	0.000162726	0.000189332	0.0215311	0.0016788	
0.000615802	0.6	124.798	0.05	0.000565337	0.000327595	0.0190443	0.0016683	0.000616096	0.000359151	0.0215351	0.00187917	
0.000615802	0.6	124.798	0.0525	0.00122429	0.000477554	0.0186784	0.00183656	0.0013355	0.000525829	0.0214417	0.00209058	
0.000615802	0.6	124.798	0.055	0.00190292	0.000588441	0.0182361	0.00196201	0.00209152	0.000655635	0.0212588	0.00226376	
0.000615802	0.6	124.798	0.0575	0.00246633	0.000660529	0.0177314	0.0020378	0.00274072	0.000747272	0.0209925	0.00238729	
0.000615802	0.6	124.798	0.06	0.00284828	0.000698773	0.0171887	0.00206688	0.00319988	0.000803327	0.0206685	0.00245875	
0.000615802	0.6	124.798	0.0625	0.00302556	0.000708009	0.0166227	0.00205348	0.00343909	0.000827451	0.0202828	0.00247851	
0.000615802	0.6	124.798	0.065	0.00301204	0.000694038	0.0160511	0.00200486	0.00346525	0.000824835	0.0198726	0.00245473	
0.000615802	0.6	124.798	0.0675	0.00283944	0.00066193	0.0154923	0.0019285	0.00331161	0.000800125	0.019446	0.00239254	
0.000615802	0.6	124.798	0.07	0.00255267	0.000616563	0.0149538	0.00183238	0.00302211	0.000757866	0.0190073	0.00229995	
